dataset_id,date,value,sector,location
1,2020-01-01,399.2,residential,India
1,2020-01-02,387.63,residential,India
1,2020-01-03,428.32,residential,India
1,2020-01-04,388.82,residential,India
1,2020-01-05,388.06,residential,India
1,2020-01-06,412.94,residential,India
1,2020-01-07,426.5,residential,India
1,2020-01-08,416.79,residential,India
1,2020-01-09,406.99,residential,India
1,2020-01-10,392.45,residential,India
1,2020-01-11,377.55,residential,India
1,2020-01-12,396.79,residential,India
1,2020-01-13,390.49,residential,India
1,2020-01-14,412.67,residential,India
1,2020-01-15,386.17,residential,India
1,2020-01-16,406.07,residential,India
1,2020-01-17,371.38,residential,India
1,2020-01-18,376.09,residential,India
1,2020-01-19,408.29,residential,India
1,2020-01-20,405.81,residential,India
1,2020-01-21,399.86,residential,India
1,2020-01-22,416.27,residential,India
1,2020-01-23,444.53,residential,India
1,2020-01-24,436.94,residential,India
1,2020-01-25,390.04,residential,India
1,2020-01-26,430.01,residential,India
1,2020-01-27,432.24,residential,India
1,2020-01-28,423.3,residential,India
1,2020-01-29,424.45,residential,India
1,2020-01-30,441.61,residential,India
1,2020-01-31,438.07,residential,India
1,2020-02-01,398.55,residential,India
1,2020-02-02,451.28,residential,India
1,2020-02-03,398.02,residential,India
1,2020-02-04,421.91,residential,India
1,2020-02-05,450.04,residential,India
1,2020-02-06,460.9,residential,India
1,2020-02-07,415.52,residential,India
1,2020-02-08,439.83,residential,India
1,2020-02-09,443.5,residential,India
1,2020-02-10,385.58,residential,India
1,2020-02-11,415.94,residential,India
1,2020-02-12,424.41,residential,India
1,2020-02-13,425.56,residential,India
1,2020-02-14,433.9,residential,India
1,2020-02-15,433.99,residential,India
1,2020-02-16,457.6,residential,India
1,2020-02-17,416.81,residential,India
1,2020-02-18,456.9,residential,India
1,2020-02-19,440.05,residential,India
1,2020-02-20,401.48,residential,India
1,2020-02-21,426.86,residential,India
1,2020-02-22,409.43,residential,India
1,2020-02-23,415.65,residential,India
1,2020-02-24,465.67,residential,India
1,2020-02-25,443.19,residential,India
1,2020-02-26,429.18,residential,India
1,2020-02-27,429.04,residential,India
1,2020-02-28,445.6,residential,India
1,2020-02-29,421.13,residential,India
1,2020-03-01,440.82,residential,India
1,2020-03-02,443.89,residential,India
1,2020-03-03,463.33,residential,India
1,2020-03-04,408.72,residential,India
1,2020-03-05,418.64,residential,India
1,2020-03-06,472.82,residential,India
1,2020-03-07,491.53,residential,India
1,2020-03-08,416.74,residential,India
1,2020-03-09,461.54,residential,India
1,2020-03-10,421.51,residential,India
1,2020-03-11,469.05,residential,India
1,2020-03-12,441.44,residential,India
1,2020-03-13,431.32,residential,India
1,2020-03-14,416.07,residential,India
1,2020-03-15,438.86,residential,India
1,2020-03-16,425.31,residential,India
1,2020-03-17,475.13,residential,India
1,2020-03-18,435.75,residential,India
1,2020-03-19,417.64,residential,India
1,2020-03-20,461.61,residential,India
1,2020-03-21,433.64,residential,India
1,2020-03-22,453.97,residential,India
1,2020-03-23,441.36,residential,India
1,2020-03-24,440.09,residential,India
1,2020-03-25,474.23,residential,India
1,2020-03-26,470.09,residential,India
1,2020-03-27,441.22,residential,India
1,2020-03-28,458.03,residential,India
1,2020-03-29,437.13,residential,India
1,2020-03-30,470.13,residential,India
1,2020-03-31,432.88,residential,India
1,2020-04-01,457.78,residential,India
1,2020-04-02,487.22,residential,India
1,2020-04-03,455.0,residential,India
1,2020-04-04,458.03,residential,India
1,2020-04-05,490.02,residential,India
1,2020-04-06,419.17,residential,India
1,2020-04-07,434.77,residential,India
1,2020-04-08,452.42,residential,India
1,2020-04-09,461.54,residential,India
1,2020-04-10,447.04,residential,India
1,2020-04-11,449.78,residential,India
1,2020-04-12,434.83,residential,India
1,2020-04-13,453.77,residential,India
1,2020-04-14,439.86,residential,India
1,2020-04-15,457.4,residential,India
1,2020-04-16,491.16,residential,India
1,2020-04-17,467.16,residential,India
1,2020-04-18,477.45,residential,India
1,2020-04-19,463.69,residential,India
1,2020-04-20,466.19,residential,India
