dataset_id,date,value,sector,location
1,2020-01-01,399.72,residential,India
1,2020-01-02,403.32,residential,India
1,2020-01-03,398.32,residential,India
1,2020-01-04,398.44,residential,India
1,2020-01-05,382.24,residential,India
1,2020-01-06,404.25,residential,India
1,2020-01-07,373.16,residential,India
1,2020-01-08,389.76,residential,India
1,2020-01-09,402.6,residential,India
1,2020-01-10,420.04,residential,India
1,2020-01-11,415.06,residential,India
1,2020-01-12,394.04,residential,India
1,2020-01-13,448.95,residential,India
1,2020-01-14,382.4,residential,India
1,2020-01-15,402.55,residential,India
1,2020-01-16,373.06,residential,India
1,2020-01-17,423.36,residential,India
1,2020-01-18,415.26,residential,India
1,2020-01-19,387.98,residential,India
1,2020-01-20,406.36,residential,India
1,2020-01-21,392.47,residential,India
1,2020-01-22,415.7,residential,India
1,2020-01-23,386.98,residential,India
1,2020-01-24,402.94,residential,India
1,2020-01-25,386.8,residential,India
1,2020-01-26,423.51,residential,India
1,2020-01-27,404.47,residential,India
1,2020-01-28,406.18,residential,India
1,2020-01-29,372.89,residential,India
1,2020-01-30,401.54,residential,India
1,2020-01-31,404.0,residential,India
1,2020-02-01,456.89,residential,India
1,2020-02-02,404.69,residential,India
1,2020-02-03,396.74,residential,India
1,2020-02-04,437.39,residential,India
1,2020-02-05,392.45,residential,India
1,2020-02-06,407.2,residential,India
1,2020-02-07,432.0,residential,India
1,2020-02-08,441.05,residential,India
1,2020-02-09,409.82,residential,India
1,2020-02-10,424.73,residential,India
1,2020-02-11,423.75,residential,India
1,2020-02-12,382.83,residential,India
1,2020-02-13,413.15,residential,India
1,2020-02-14,399.66,residential,India
1,2020-02-15,402.5,residential,India
1,2020-02-16,445.4,residential,India
1,2020-02-17,413.05,residential,India
1,2020-02-18,428.46,residential,India
1,2020-02-19,427.21,residential,India
1,2020-02-20,409.27,residential,India
1,2020-02-21,437.18,residential,India
1,2020-02-22,422.84,residential,India
1,2020-02-23,398.16,residential,India
1,2020-02-24,382.6,residential,India
1,2020-02-25,399.78,residential,India
1,2020-02-26,415.22,residential,India
1,2020-02-27,408.18,residential,India
1,2020-02-28,428.09,residential,India
1,2020-02-29,451.49,residential,India
1,2020-03-01,388.15,residential,India
1,2020-03-02,431.4,residential,India
1,2020-03-03,395.14,residential,India
1,2020-03-04,369.48,residential,India
1,2020-03-05,400.25,residential,India
1,2020-03-06,426.04,residential,India
1,2020-03-07,375.18,residential,India
1,2020-03-08,444.51,residential,India
1,2020-03-09,421.43,residential,India
1,2020-03-10,446.29,residential,India
1,2020-03-11,418.16,residential,India
1,2020-03-12,396.26,residential,India
1,2020-03-13,437.9,residential,India
1,2020-03-14,421.82,residential,India
1,2020-03-15,424.65,residential,India
1,2020-03-16,403.03,residential,India
1,2020-03-17,408.47,residential,India
1,2020-03-18,395.13,residential,India
1,2020-03-19,432.3,residential,India
1,2020-03-20,425.17,residential,India
1,2020-03-21,431.97,residential,India
1,2020-03-22,426.99,residential,India
1,2020-03-23,427.99,residential,India
1,2020-03-24,410.66,residential,India
1,2020-03-25,443.67,residential,India
1,2020-03-26,406.53,residential,India
