dataset_id,date,value,sector,location
1,2020-01-01,450.6,residential,India
1,2020-01-02,430.44,residential,India
1,2020-01-03,392.5,residential,India
1,2020-01-04,386.94,residential,India
1,2020-01-05,402.78,residential,India
1,2020-01-06,421.79,residential,India
1,2020-01-07,390.41,residential,India
1,2020-01-08,394.41,residential,India
1,2020-01-09,388.0,residential,India
1,2020-01-10,410.35,residential,India
1,2020-01-11,387.87,residential,India
1,2020-01-12,430.36,residential,India
1,2020-01-13,393.25,residential,India
1,2020-01-14,380.24,residential,India
1,2020-01-15,419.32,residential,India
1,2020-01-16,409.22,residential,India
1,2020-01-17,405.35,residential,India
1,2020-01-18,438.12,residential,India
1,2020-01-19,366.72,residential,India
1,2020-01-20,409.82,residential,India
1,2020-01-21,432.64,residential,India
1,2020-01-22,382.35,residential,India
1,2020-01-23,396.13,residential,India
1,2020-01-24,399.11,residential,India
1,2020-01-25,432.16,residential,India
1,2020-01-26,419.22,residential,India
1,2020-01-27,402.12,residential,India
1,2020-01-28,418.61,residential,India
1,2020-01-29,369.46,residential,India
1,2020-01-30,429.34,residential,India
1,2020-01-31,429.82,residential,India
1,2020-02-01,424.1,residential,India
1,2020-02-02,403.61,residential,India
1,2020-02-03,439.41,residential,India
1,2020-02-04,418.47,residential,India
1,2020-02-05,397.2,residential,India
1,2020-02-06,412.86,residential,India
1,2020-02-07,388.33,residential,India
1,2020-02-08,430.07,residential,India
1,2020-02-09,380.19,residential,India
1,2020-02-10,372.34,residential,India
1,2020-02-11,387.6,residential,India
1,2020-02-12,406.44,residential,India
1,2020-02-13,453.8,residential,India
1,2020-02-14,427.47,residential,India
1,2020-02-15,468.83,residential,India
1,2020-02-16,403.62,residential,India
1,2020-02-17,442.87,residential,India
1,2020-02-18,451.09,residential,India
1,2020-02-19,440.96,residential,India
1,2020-02-20,383.28,residential,India
1,2020-02-21,447.11,residential,India
1,2020-02-22,413.39,residential,India
1,2020-02-23,420.41,residential,India
1,2020-02-24,411.45,residential,India
1,2020-02-25,435.87,residential,India
1,2020-02-26,413.54,residential,India
1,2020-02-27,411.47,residential,India
1,2020-02-28,400.64,residential,India
1,2020-02-29,441.89,residential,India
1,2020-03-01,393.35,residential,India
1,2020-03-02,409.52,residential,India
1,2020-03-03,441.88,residential,India
1,2020-03-04,425.6,residential,India
1,2020-03-05,435.62,residential,India
1,2020-03-06,438.67,residential,India
1,2020-03-07,394.51,residential,India
1,2020-03-08,435.63,residential,India
1,2020-03-09,410.06,residential,India
1,2020-03-10,436.49,residential,India
1,2020-03-11,467.89,residential,India
1,2020-03-12,457.6,residential,India
1,2020-03-13,423.69,residential,India
1,2020-03-14,434.46,residential,India
1,2020-03-15,421.1,residential,India
1,2020-03-16,411.74,residential,India
1,2020-03-17,469.67,residential,India
1,2020-03-18,430.44,residential,India
1,2020-03-19,431.46,residential,India
1,2020-03-20,434.1,residential,India
1,2020-03-21,431.72,residential,India
1,2020-03-22,431.71,residential,India
1,2020-03-23,447.92,residential,India
1,2020-03-24,411.7,residential,India
1,2020-03-25,429.67,residential,India
1,2020-03-26,444.43,residential,India
1,2020-03-27,457.51,residential,India
1,2020-03-28,424.22,residential,India
1,2020-03-29,424.74,residential,India
1,2020-03-30,427.81,residential,India
1,2020-03-31,429.08,residential,India
1,2020-04-01,424.02,residential,India
1,2020-04-02,442.28,residential,India
1,2020-04-03,434.14,residential,India
1,2020-04-04,407.95,residential,India
1,2020-04-05,439.3,residential,India
1,2020-04-06,452.18,residential,India
1,2020-04-07,394.96,residential,India
1,2020-04-08,447.94,residential,India
1,2020-04-09,390.29,residential,India
1,2020-04-10,472.85,residential,India
1,2020-04-11,418.75,residential,India
1,2020-04-12,415.62,residential,India
1,2020-04-13,404.72,residential,India
1,2020-04-14,440.46,residential,India
1,2020-04-15,441.01,residential,India
1,2020-04-16,442.35,residential,India
1,2020-04-17,459.31,residential,India
1,2020-04-18,388.47,residential,India
1,2020-04-19,466.62,residential,India
1,2020-04-20,411.67,residential,India
