dataset_id,date,value,sector,location
1,2024-01-01,689.3,commercial,Illinois
2,2024-01-02,918.2,industrial,Florida
3,2024-01-03,730.7,commercial,California
4,2024-01-04,574.6,commercial,California
5,2024-01-05,614.1,commercial,New York
6,2024-01-06,789.4,industrial,Georgia
7,2024-01-07,684.2,commercial,Texas
8,2024-01-08,952.6,industrial,Georgia
9,2024-01-09,972.4,industrial,Ohio
10,2024-01-10,942.2,industrial,California
11,2024-01-11,946.4,industrial,California
12,2024-01-12,656.4,commercial,California
13,2024-01-13,369.3,residential,Texas
14,2024-01-14,917.1,industrial,Georgia
15,2024-01-15,726.3,commercial,Georgia
16,2024-01-16,362.6,residential,California
17,2024-01-17,590.2,commercial,New York
18,2024-01-18,993.1,industrial,Ohio
19,2024-01-19,448.1,residential,Ohio
20,2024-01-20,666.5,commercial,California
21,2024-01-21,655.0,commercial,New York
22,2024-01-22,886.3,industrial,New York
23,2024-01-23,477.3,residential,New York
24,2024-01-24,335.3,residential,Georgia
25,2024-01-25,677.0,commercial,Illinois
26,2024-01-26,637.4,commercial,Florida
27,2024-01-27,532.5,commercial,Florida
28,2024-01-28,372.4,residential,California
29,2024-01-29,314.0,residential,Florida
30,2024-01-30,958.6,industrial,Texas
31,2024-01-31,877.2,industrial,Illinois
32,2024-02-01,382.1,residential,Florida
33,2024-02-02,651.1,commercial,California
34,2024-02-03,752.1,commercial,Ohio
35,2024-02-04,865.1,industrial,California
36,2024-02-05,382.5,residential,Texas
37,2024-02-06,389.9,residential,Florida
38,2024-02-07,346.6,residential,California
39,2024-02-08,580.3,commercial,Florida
40,2024-02-09,411.5,residential,Florida
41,2024-02-10,688.9,commercial,Florida
42,2024-02-11,388.9,residential,New York
43,2024-02-12,674.7,commercial,New York
44,2024-02-13,313.7,residential,Texas
45,2024-02-14,215.6,residential,Illinois
46,2024-02-15,468.6,residential,Florida
47,2024-02-16,410.0,residential,Illinois
48,2024-02-17,355.5,residential,California
49,2024-02-18,617.8,commercial,California
50,2024-02-19,668.0,commercial,Illinois
51,2024-02-20,648.1,commercial,Florida
52,2024-02-21,425.6,residential,Illinois
53,2024-02-22,697.8,commercial,California
54,2024-02-23,651.7,commercial,New York
55,2024-02-24,658.9,commercial,California
56,2024-02-25,305.0,residential,Georgia
57,2024-02-26,653.9,commercial,Georgia
58,2024-02-27,1030.9,industrial,Florida
59,2024-02-28,354.3,residential,Texas
60,2024-02-29,671.5,commercial,Ohio
61,2024-03-01,929.0,industrial,New York
62,2024-03-02,669.2,commercial,Georgia
63,2024-03-03,1037.2,industrial,Texas
64,2024-03-04,509.9,residential,New York
65,2024-03-05,688.6,commercial,Ohio
66,2024-03-06,807.6,industrial,Ohio
67,2024-03-07,910.3,industrial,Florida
68,2024-03-08,413.6,residential,California
69,2024-03-09,441.5,residential,Texas
70,2024-03-10,658.1,commercial,Florida
71,2024-03-11,880.3,industrial,Texas
72,2024-03-12,603.7,commercial,Georgia
73,2024-03-13,951.9,industrial,Illinois
74,2024-03-14,961.3,industrial,Texas
75,2024-03-15,611.1,commercial,Texas
76,2024-03-16,395.1,residential,Georgia
77,2024-03-17,826.2,industrial,California
78,2024-03-18,966.6,industrial,New York
79,2024-03-19,278.8,residential,Florida
80,2024-03-20,703.7,commercial,Ohio
81,2024-03-21,927.0,industrial,Ohio
82,2024-03-22,360.3,residential,Florida
83,2024-03-23,598.3,commercial,Georgia
84,2024-03-24,901.1,industrial,New York
85,2024-03-25,407.9,residential,Illinois
86,2024-03-26,620.3,commercial,Ohio
87,2024-03-27,433.3,residential,Illinois
88,2024-03-28,370.3,residential,Georgia
89,2024-03-29,684.6,commercial,Georgia
90,2024-03-30,997.9,industrial,Georgia
91,2024-03-31,835.1,industrial,New York
92,2024-04-01,477.4,residential,Illinois
93,2024-04-02,701.1,commercial,Ohio
94,2024-04-03,715.8,commercial,Ohio
95,2024-04-04,439.7,residential,California
96,2024-04-05,581.8,commercial,Georgia
97,2024-04-06,1046.2,industrial,Georgia
98,2024-04-07,896.0,industrial,Illinois
99,2024-04-08,895.3,industrial,New York
100,2024-04-09,379.1,residential,Illinois
101,2024-04-10,860.2,industrial,New York
102,2024-04-11,856.0,industrial,Illinois
103,2024-04-12,356.7,residential,Illinois
104,2024-04-13,871.4,industrial,Georgia
105,2024-04-14,396.2,residential,Texas
106,2024-04-15,667.3,commercial,California
107,2024-04-16,641.7,commercial,Illinois
108,2024-04-17,336.5,residential,California
109,2024-04-18,909.9,industrial,New York
110,2024-04-19,559.5,commercial,Ohio
111,2024-04-20,418.0,residential,Florida
112,2024-04-21,896.4,industrial,Illinois
113,2024-04-22,658.4,commercial,Florida
114,2024-04-23,562.4,commercial,Illinois
115,2024-04-24,374.7,residential,New York
116,2024-04-25,557.0,commercial,New York
117,2024-04-26,646.6,commercial,Texas
118,2024-04-27,1014.4,industrial,Ohio
119,2024-04-28,699.3,commercial,Georgia
120,2024-04-29,937.6,industrial,Texas
121,2024-04-30,630.8,commercial,Georgia
122,2024-05-01,387.6,residential,Texas
123,2024-05-02,941.1,industrial,Texas
124,2024-05-03,461.3,residential,Florida
125,2024-05-04,379.3,residential,New York
126,2024-05-05,624.3,commercial,Florida
127,2024-05-06,1087.6,industrial,California
128,2024-05-07,279.3,residential,Florida
129,2024-05-08,305.5,residential,Illinois
130,2024-05-09,809.8,industrial,Florida
131,2024-05-10,1004.3,industrial,New York
132,2024-05-11,368.4,residential,Georgia
133,2024-05-12,578.8,commercial,California
134,2024-05-13,441.3,residential,California
135,2024-05-14,613.2,commercial,Illinois
136,2024-05-15,292.6,residential,Florida
137,2024-05-16,647.6,commercial,Georgia
138,2024-05-17,617.9,commercial,Illinois
139,2024-05-18,714.9,commercial,Florida
140,2024-05-19,815.2,industrial,Ohio
141,2024-05-20,384.5,residential,California
142,2024-05-21,836.8,industrial,California
143,2024-05-22,412.3,residential,Florida
144,2024-05-23,451.0,residential,Illinois
145,2024-05-24,641.8,commercial,Texas
146,2024-05-25,277.5,residential,Texas
147,2024-05-26,378.1,residential,Illinois
148,2024-05-27,569.5,commercial,California
149,2024-05-28,714.5,commercial,Texas
150,2024-05-29,430.5,residential,California
151,2024-05-30,793.2,industrial,New York
152,2024-05-31,353.4,residential,Ohio
153,2024-06-01,467.6,residential,Illinois
154,2024-06-02,786.3,industrial,Texas
155,2024-06-03,908.7,industrial,New York
156,2024-06-04,692.6,commercial,California
157,2024-06-05,308.2,residential,Texas
158,2024-06-06,659.6,commercial,Texas
159,2024-06-07,618.1,commercial,Georgia
160,2024-06-08,402.9,residential,Ohio
161,2024-06-09,426.5,residential,Georgia
162,2024-06-10,408.0,residential,Ohio
163,2024-06-11,585.7,commercial,California
164,2024-06-12,582.7,commercial,New York
165,2024-06-13,394.8,residential,Illinois
166,2024-06-14,892.2,industrial,Florida
167,2024-06-15,838.6,industrial,Ohio
168,2024-06-16,788.3,commercial,New York
169,2024-06-17,398.4,residential,Florida
170,2024-06-18,334.3,residential,Florida
171,2024-06-19,607.1,commercial,California
172,2024-06-20,864.0,industrial,New York
173,2024-06-21,704.3,commercial,Florida
174,2024-06-22,598.0,commercial,Ohio
175,2024-06-23,656.4,commercial,Texas
176,2024-06-24,591.5,commercial,Ohio
177,2024-06-25,976.0,industrial,Georgia
178,2024-06-26,774.0,industrial,New York
179,2024-06-27,793.5,industrial,Texas
180,2024-06-28,438.8,residential,Texas
181,2024-06-29,689.9,commercial,New York
182,2024-06-30,905.0,industrial,New York
183,2024-07-01,998.2,industrial,California
184,2024-07-02,404.8,residential,Ohio
185,2024-07-03,688.6,commercial,Texas
186,2024-07-04,657.3,commercial,Georgia
187,2024-07-05,661.3,commercial,Ohio
188,2024-07-06,416.7,residential,Texas
189,2024-07-07,624.9,commercial,Illinois
190,2024-07-08,454.3,residential,Illinois
191,2024-07-09,507.4,commercial,Ohio
192,2024-07-10,459.7,residential,California
193,2024-07-11,458.7,residential,California
194,2024-07-12,503.5,residential,Texas
195,2024-07-13,924.8,industrial,Texas
196,2024-07-14,448.0,residential,Texas
197,2024-07-15,657.2,commercial,Ohio
198,2024-07-16,287.9,residential,California
199,2024-07-17,525.1,residential,Georgia
200,2024-07-18,1019.0,industrial,Illinois
201,2024-07-19,993.1,industrial,California
202,2024-07-20,981.3,industrial,Illinois
203,2024-07-21,528.5,commercial,Ohio
204,2024-07-22,755.3,commercial,Texas
205,2024-07-23,425.0,residential,Georgia
206,2024-07-24,472.5,residential,New York
207,2024-07-25,341.0,residential,Florida
208,2024-07-26,928.3,industrial,Georgia
209,2024-07-27,968.1,industrial,Georgia
210,2024-07-28,878.3,industrial,Illinois
211,2024-07-29,575.9,commercial,Ohio
212,2024-07-30,343.3,residential,New York
213,2024-07-31,293.5,residential,Florida
214,2024-08-01,648.3,commercial,Texas
215,2024-08-02,388.1,residential,Illinois
216,2024-08-03,697.5,commercial,Texas
217,2024-08-04,902.5,industrial,Ohio
218,2024-08-05,691.9,commercial,Texas
219,2024-08-06,674.3,commercial,California
220,2024-08-07,921.5,industrial,Texas
221,2024-08-08,896.3,industrial,Ohio
222,2024-08-09,922.9,industrial,Georgia
223,2024-08-10,621.4,commercial,Florida
224,2024-08-11,360.2,residential,Florida
225,2024-08-12,892.9,industrial,Texas
