dataset_id,date,value,sector,location
1,2020-01-01,367.5,residential,India
1,2020-01-02,405.96,residential,India
1,2020-01-03,412.44,residential,India
1,2020-01-04,400.78,residential,India
1,2020-01-05,381.96,residential,India
1,2020-01-06,421.14,residential,India
1,2020-01-07,391.81,residential,India
1,2020-01-08,403.37,residential,India
1,2020-01-09,367.97,residential,India
1,2020-01-10,394.04,residential,India
1,2020-01-11,422.78,residential,India
1,2020-01-12,404.01,residential,India
1,2020-01-13,414.66,residential,India
1,2020-01-14,417.15,residential,India
1,2020-01-15,374.49,residential,India
1,2020-01-16,398.72,residential,India
1,2020-01-17,389.4,residential,India
1,2020-01-18,374.54,residential,India
1,2020-01-19,416.02,residential,India
1,2020-01-20,417.87,residential,India
1,2020-01-21,379.2,residential,India
1,2020-01-22,397.28,residential,India
1,2020-01-23,383.42,residential,India
1,2020-01-24,391.13,residential,India
1,2020-01-25,403.12,residential,India
1,2020-01-26,406.35,residential,India
1,2020-01-27,394.1,residential,India
1,2020-01-28,432.65,residential,India
1,2020-01-29,398.01,residential,India
1,2020-01-30,405.28,residential,India
1,2020-01-31,396.02,residential,India
1,2020-02-01,389.33,residential,India
1,2020-02-02,392.51,residential,India
1,2020-02-03,353.96,residential,India
1,2020-02-04,402.98,residential,India
1,2020-02-05,387.22,residential,India
1,2020-02-06,378.22,residential,India
1,2020-02-07,397.67,residential,India
1,2020-02-08,408.16,residential,India
1,2020-02-09,416.37,residential,India
1,2020-02-10,398.82,residential,India
1,2020-02-11,426.34,residential,India
1,2020-02-12,410.75,residential,India
1,2020-02-13,388.46,residential,India
1,2020-02-14,393.84,residential,India
1,2020-02-15,406.43,residential,India
1,2020-02-16,404.26,residential,India
1,2020-02-17,397.59,residential,India
1,2020-02-18,380.94,residential,India
1,2020-02-19,433.96,residential,India
1,2020-02-20,376.74,residential,India
1,2020-02-21,401.93,residential,India
1,2020-02-22,409.25,residential,India
1,2020-02-23,400.87,residential,India
1,2020-02-24,435.87,residential,India
1,2020-02-25,394.08,residential,India
1,2020-02-26,419.6,residential,India
1,2020-02-27,424.9,residential,India
1,2020-02-28,432.62,residential,India
1,2020-02-29,461.39,residential,India
1,2020-03-01,441.63,residential,India
1,2020-03-02,430.47,residential,India
1,2020-03-03,437.88,residential,India
1,2020-03-04,408.9,residential,India
1,2020-03-05,388.97,residential,India
1,2020-03-06,435.76,residential,India
1,2020-03-07,431.44,residential,India
1,2020-03-08,417.4,residential,India
1,2020-03-09,435.14,residential,India
1,2020-03-10,425.02,residential,India
1,2020-03-11,410.78,residential,India
1,2020-03-12,394.59,residential,India
1,2020-03-13,378.45,residential,India
1,2020-03-14,430.88,residential,India
1,2020-03-15,403.72,residential,India
1,2020-03-16,411.77,residential,India
