dataset_id,date,value,sector,location
51,2024-01-01,419.87,residential,Hyderabad
51,2024-01-02,606.59,commercial,Chennai
51,2024-01-03,949.69,industrial,Mumbai
51,2024-01-04,495.47,residential,Hyderabad
51,2024-01-05,634.67,commercial,Chennai
51,2024-01-06,942.53,industrial,Mumbai
51,2024-01-07,521.03,residential,Hyderabad
51,2024-01-08,692.44,commercial,Chennai
51,2024-01-09,944.67,industrial,Mumbai
51,2024-01-10,484.69,residential,Hyderabad
51,2024-01-11,641.89,commercial,Chennai
51,2024-01-12,937.35,industrial,Mumbai
51,2024-01-13,459.58,residential,Hyderabad
51,2024-01-14,566.0,commercial,Chennai
51,2024-01-15,865.27,industrial,Mumbai
51,2024-01-16,403.04,residential,Hyderabad
51,2024-01-17,576.29,commercial,Chennai
51,2024-01-18,921.08,industrial,Mumbai
51,2024-01-19,364.78,residential,Hyderabad
51,2024-01-20,538.48,commercial,Chennai
51,2024-01-21,949.08,industrial,Mumbai
51,2024-01-22,378.78,residential,Hyderabad
51,2024-01-23,589.95,commercial,Chennai
51,2024-01-24,831.85,industrial,Mumbai
51,2024-01-25,370.82,residential,Hyderabad
51,2024-01-26,602.85,commercial,Chennai
51,2024-01-27,860.08,industrial,Mumbai
51,2024-01-28,430.46,residential,Hyderabad
51,2024-01-29,601.99,commercial,Chennai
51,2024-01-30,925.81,industrial,Mumbai
51,2024-01-31,425.31,residential,Hyderabad
51,2024-02-01,735.35,commercial,Chennai
51,2024-02-02,972.14,industrial,Mumbai
51,2024-02-03,440.88,residential,Hyderabad
51,2024-02-04,725.3,commercial,Chennai
51,2024-02-05,951.14,industrial,Mumbai
51,2024-02-06,513.99,residential,Hyderabad
51,2024-02-07,630.81,commercial,Chennai
51,2024-02-08,957.45,industrial,Mumbai
51,2024-02-09,517.63,residential,Hyderabad
51,2024-02-10,736.38,commercial,Chennai
51,2024-02-11,1008.87,industrial,Mumbai
51,2024-02-12,490.93,residential,Hyderabad
51,2024-02-13,675.74,commercial,Chennai
51,2024-02-14,919.96,industrial,Mumbai
51,2024-02-15,441.15,residential,Hyderabad
51,2024-02-16,642.34,commercial,Chennai
51,2024-02-17,994.31,industrial,Mumbai
51,2024-02-18,457.9,residential,Hyderabad
51,2024-02-19,567.02,commercial,Chennai
51,2024-02-20,945.49,industrial,Mumbai
51,2024-02-21,413.99,residential,Hyderabad
51,2024-02-22,601.23,commercial,Chennai
51,2024-02-23,953.84,industrial,Mumbai
51,2024-02-24,473.82,residential,Hyderabad
51,2024-02-25,675.1,commercial,Chennai
51,2024-02-26,911.42,industrial,Mumbai
51,2024-02-27,441.36,residential,Hyderabad
51,2024-02-28,676.98,commercial,Chennai
51,2024-02-29,1013.61,industrial,Mumbai
51,2024-03-01,466.71,residential,Hyderabad
51,2024-03-02,689.71,commercial,Chennai
